dommer	NOUN	35
Finn	PROPN	16
avstå	VERB	3
Eilertsen	PROPN	1
$,	PUNCT	10480
selvfølgelig	ADJ	25
bevisst	ADJ	18
fra	ADP	1234
sette	VERB	201
å	PART	3915
$"	PUNCT	2124
ord	NOUN	105
på	ADP	4159
inntrykk	NOUN	35
det	DET	1008
rett	NOUN	88
danne	VERB	14
for	ADP	3310
vedkommende	ADJ	17
sin	DET	873
måtte	AUX	640
ha	AUX	2564
seg	PRON	1111
av	ADP	3364
handling	NOUN	52
de	DET	1233
finne	VERB	179
bevise	ADJ	3
og	CCONJ	7255
lovovertreder	NOUN	1
$.	PUNCT	15358
la	VERB	85
gjerningsbeskrivelse	NOUN	1
tale	VERB	24
uten	ADP	218
karakteristikk	NOUN	2
ty	VERB	6
til	ADP	3713
moralsk	ADJ	13
fordømme	ADJ	2
den	DET	1368
ene	NUM	38
Espen	PROPN	104
meddommer	NOUN	21
to	NUM	312
Thomassen	PROPN	4
åpenbar	ADJ	20
tone	NOUN	22
nøktern	ADJ	4
saklighetsnivå	NOUN	1
uforståelig	ADJ	2
nær	ADJ	118
leve	VERB	109
ikke	ADV	2405
med	ADP	2849
$:	PUNCT	906
dette	PRON	525
uaktet	ADP	2
underskrive	VERB	1
at	SCONJ	3378
også	ADV	841
han	PRON	1964
selv	DET	186
dom	NOUN	23
allerede	ADV	122
søndag	NOUN	49
se	VERB	620
11.	ADJ	4
oktober	NOUN	34
vi	PRON	1984
i	ADP	7784
Aftenposten	PROPN	34
vei	NOUN	114
ut	ADP	555
tinghus	NOUN	7
Oslo	PROPN	146
ferdig	ADJ	30
meddommergjerning	NOUN	1
fotografere	ADJ	1
farge	NOUN	14
over	ADP	449
spalte	NOUN	3
syv	NUM	17
bære	ADJ	2
veske	NOUN	33
en	DET	5621
notat	NOUN	5
solbrille	NOUN	4
uttrykk	NOUN	35
passe	ADJ	8
vemodig-aggressiv	ADJ	1
ansikt	NOUN	20
være	AUX	7334
gjerning	NOUN	5
neste	DET	80
berette	VERB	2
verden	NOUN	261
hvordan	ADV	209
oppleve	VERB	80
tiltalt	ADJ	15
prosess	NOUN	18
det	PRON	4907
bli	VERB	928
ren	ADJ	32
rovdyr	NOUN	4
notorisk	ADJ	2
grusom	ADJ	4
høre	VERB	103
oppslag	NOUN	9
representere	VERB	23
sak	NOUN	195
denne	DET	316
skille	NOUN	12
kriminaljournalistikk	NOUN	1
norsk	ADJ	463
forvente	VERB	26
skulle	AUX	1001
heretter	ADV	3
mye	ADJ	951
omtale	ADJ	3
bare	ADV	446
kjent	ADJ	70
faktabeskrivelse	NOUN	1
domstol	NOUN	9
vurdering	NOUN	27
rettslig	ADJ	16
$;	PUNCT	70
helst	ADV	33
samtidig	ADJ	123
kreve	VERB	77
eller	CCONJ	518
snar	ADJ	65
fall	NOUN	94
hver	DET	193
mulig	ADJ	135
få	AUX	230
etter	ADP	721
få	VERB	839
beskrivelse	NOUN	7
én	NUM	131
som	SCONJ	24
spørre	VERB	111
ville	AUX	1151
svar	NOUN	65
posisjon	NOUN	30
lovbestemt	ADJ	2
utvide	VERB	15
innen	ADP	54
forkynnelsesfunksjon	NOUN	1
ekstern	ADJ	6
selvvalgt	ADJ	1
etterfølge	ADJ	2
om	ADP	1440
standpunkt	NOUN	21
egen	DET	224
oppfatning	NOUN	23
naturlig	ADJ	44
når	SCONJ	454
nå	ADV	546
eksempel	NOUN	109
første	ADJ	260
stille	VERB	101
spørsmål	NOUN	183
hvorvidt	SCONJ	8
utvikling	NOUN	68
ønske	VERB	169
komme	VERB	710
medium	NOUN	76
all	DET	428
som	PRON	3019
vurdere	VERB	60
mangfold	NOUN	16
utrolig	ADJ	29
alvor	NOUN	27
vel	ADV	85
som	ADP	1282
avis	NOUN	67
land	NOUN	356
seriøs	ADJ	8
levere	VERB	38
her	ADV	349
åpning	NOUN	16
genuin	ADJ	2
journalistisk	ADJ	5
tid	NOUN	323
ny	ADJ	499
litt	ADJ	208
stakkato	ADJ	1
hjerte-arytmisk	ADJ	1
beskrive	VERB	33
oppleves	VERB	10
offer	NOUN	25
$(	PUNCT	566
$!	PUNCT	213
$)	PUNCT	570
frembringe	VERB	3
fri	ADJ	44
ustoppelig	ADJ	1
tirade	NOUN	2
samvittighets-aggressiv	ADJ	1
aksjonsivrig	ADJ	1
mot	ADP	467
behandle	VERB	34
$...	PUNCT	65
menneske	NOUN	197
dyr	NOUN	19
$?	PUNCT	797
mini-portrettintervjue	VERB	1
gjøre	VERB	700
samvittighetskval	NOUN	2
enkel	ADJ	60
forståelig	ADJ	4
spark	NOUN	11
mild	ADJ	17
selv	ADV	274
om	SCONJ	432
samvittighetsspark	NOUN	1
kanskje	ADV	161
vond	ADJ	70
forsettlig	ADJ	2
straff	NOUN	8
navn	NOUN	68
moral	NOUN	16
vegne	NOUN	10
strid	NOUN	17
rettsprinsipp	NOUN	1
vår	DET	277
myndighetsorgan	NOUN	2
stat	NOUN	178
straffe	VERB	11
enkelt	ADJ	73
jobb	NOUN	89
utføre	ADJ	2
tjeneste	NOUN	18
tro	VERB	225
lese	VERB	110
under	ADP	228
gang	NOUN	347
formentlig	ADJ	1
da	ADV	274
kommentarspalte	NOUN	1
Inge	PROPN	4
D.	PROPN	2
Hanssen	PROPN	11
der	SCONJ	220
lav	ADJ	56
fordømmelsesnivå	NOUN	1
almen	ADJ	1
sjelden	ADV	17
utspill	NOUN	6
ha	VERB	1617
smitteeffekt	NOUN	2
jeg	PRON	2517
føle	VERB	80
smitte	ADJ	1
være	VERB	685
mange	ADJ	852
fremtre	VERB	2
beretning	NOUN	8
troverdig	ADJ	5
spesifisere	VERB	1
voksen	ADJ	33
Søndre	PROPN	3
Nordstrand	PROPN	1
Norge	PROPN	471
dag	NOUN	489
uforberedt	ADJ	3
total	ADJ	29
mental	ADJ	7
hva	PRON	372
kvinne	NOUN	115
utsette	VERB	41
overgrep	NOUN	10
seksuell	ADJ	18
kunne	AUX	1354
uvitende	ADJ	2
innhold	NOUN	31
samfunnsdebatt	NOUN	1
moralsk-sosial	ADJ	1
røske	VERB	1
opp	ADP	490
tiår	NOUN	22
etterlyse	VERB	3
debatt	NOUN	79
ti	NUM	65
deltager	NOUN	2
annen	DET	780
enten	CCONJ	30
skole	NOUN	94
arbeidssted	NOUN	3
nabolag	NOUN	5
hobbytreff	NOUN	1
offentlig	ADJ	134
tilhører	NOUN	4
passiv	ADJ	9
liten	ADJ	351
uvillig	ADJ	1
så	ADV	744
slå	ADJ	2
da	SCONJ	304
gå	VERB	659
gjennom	ADP	231
rettsforhandling	NOUN	2
sann	ADJ	20
stå	VERB	308
der	ADV	201
angi	VERB	4
person	NOUN	89
psyke	NOUN	5
sterk	ADJ	197
ligge	VERB	227
svak	ADJ	23
livløs	ADJ	4
ved	ADP	462
avslutning	NOUN	4
tilsvare	ADJ	24
reise	VERB	79
vesentlig	ADJ	26
habilitetsspørsmål	NOUN	1
vedrøre	ADJ	4
meddommerordning	NOUN	1
gjelde	VERB	153
jurymedlem	NOUN	1
øvrig	ADJ	32
minne	VERB	23
kun	ADV	43
begrep	NOUN	22
skjule	ADJ	7
agenda	NOUN	5
intet	PRON	4
man	PRON	439
kalle	VERB	79
grave	ADJ	2
journalistikk	NOUN	6
begrave	ADJ	5
foran	ADP	90
lommelykt	NOUN	2
urett	NOUN	5
bak	ADP	66
helle	VERB	2
pepper	NOUN	1
sår	NOUN	6
gjerningsmann	NOUN	13
åpen	ADJ	51
objekt	NOUN	3
samfunnsforakt	NOUN	1
bryte	VERB	31
anstendighet	NOUN	2
si	VERB	1236
enig	ADJ	67
alle	PRON	160
veivelger	NOUN	1
straffedømt	ADJ	1
unnskyldning	NOUN	11
støtte	NOUN	62
Tor	PROPN	19
Domstoladministrasjonen	PROPN	4
direktør	NOUN	23
Langbach	PROPN	2
forstå	VERB	81
lett	ADJ	67
utfordrende	ADJ	8
sitte	VERB	119
slik	DET	173
berøre	VERB	17
fartstid	NOUN	1
lang	ADJ	255
bli	AUX	983
historie	NOUN	121
frem	ADP	95
rettssak	NOUN	18
røre	VERB	8
verdi	NOUN	52
dyp	ADJ	34
holdning	NOUN	34
opptre	VERB	9
sosialarbeider	NOUN	2
stryke	VERB	6
hånd	NOUN	50
plikt	NOUN	19
fremkomme	VERB	5
straffutmålingsbetraktning	NOUN	1
privat	ADJ	71
oppgave	NOUN	44
offergjøre	VERB	1
synes	VERB	130
synd	NOUN	10
fremfor	ADP	10
ære	VERB	2
innehaver	NOUN	1
velge	ADJ	6
funksjon	NOUN	10
samfunn	NOUN	104
viktig	ADJ	245
uttalelse	NOUN	33
straffesak	NOUN	3
høyst	ADV	6
aktuell	ADJ	42
ikke-rettskraftig	ADJ	1
avgjort	ADJ	1
ta	VERB	680
høyde	NOUN	12
